0,1,2,3,4,5,6,7,8
5.088868999999997,5.163271666666665,6.519655,4.614999999999998,6.152668333333333,5.941550071428571,5.508280000000003,6.919326666666661,6.424960000000001
5.2561339999999985,6.422647499999997,6.074459999999998,5.360481999999998,7.408793333333332,6.281729,5.687439999999994,5.655069999999999,6.225441666666666
5.414299999999997,5.049859999999999,6.778500333333334,4.791561999999998,5.67280222222222,5.80509,5.2968999999999955,5.453236666666664,6.80582
5.0861299999999945,5.771370000000001,6.121298571428571,4.209639999999999,5.780464166666668,5.8173999999999975,5.965316666666664,4.249849999999999,6.245858666666671
4.58471166666666,4.479584999999998,5.909682666666666,4.8378008333333336,5.384460999999997,5.7299955,5.693131499999995,4.638219999999999,5.693259999999999
5.204046666666665,5.9017550000000005,5.951577499999997,5.881621166666663,6.240129999999999,5.217746333333333,6.008503611111108,5.053909999999999,6.565324999999999
5.158409999999998,5.464780000000001,6.089373333333333,4.8563100000000015,6.351819999999997,5.986215999999998,5.577259999999995,5.330460000000005,6.096106666666668
5.699300000000001,4.329940000000001,6.733505000000001,5.025323666666666,5.609209166666667,6.763206666666667,5.407624499999998,5.4342000000000015,6.579190499999998
5.191409999999999,5.073100000000002,5.846938333333332,4.925639999999998,5.76783,6.3999599999999965,5.247679999999998,5.5256180000000015,5.23075
4.571853333333327,4.5792350000000015,6.908003333333332,4.296189999999998,5.697266,6.032423333333335,5.1047666666666665,4.127939999999999,5.840439464285714
4.869143333333329,5.859249166666669,5.740400000000002,5.351104000000001,5.900772500000001,6.274594999999998,7.311586666666661,5.538432499999997,6.205330000000001
4.957839999999996,5.2561149999999985,7.023320833333336,4.181989999999997,5.8242150000000015,6.063800000000001,5.550984999999996,5.421991999999998,7.04893
5.364509999999999,5.114600000000001,6.7889773333333325,4.712049999999998,5.499967304972803,6.040187619047621,5.430503333333336,5.30097,6.884483333333333
6.441375333333332,5.093659999999999,7.333755000000001,5.013117333333332,5.596653666666665,6.431000000000003,5.8828,6.344758000000001,6.818330000000002
5.216225999999997,5.994134999999999,6.528695000000004,5.880606666666665,6.031953333333331,5.7886,5.68005,6.5351566666666665,6.724159999999999
5.358544333333331,5.473023333333334,7.07010766666667,4.59049,6.4866990000000015,5.965240000000001,5.267080000000001,6.495830000000001,6.5720056666666675
6.044625,5.8788933333333295,6.258510714285716,4.377559999999998,5.535853333333333,6.276579999999999,5.779969999999999,6.1717066666666645,7.6739416666666695
5.636689999999998,5.729623000000003,5.749068071428571,4.3963199999999985,5.526359999999999,5.499285,5.2938199999999975,5.5084100000000005,5.713598047619045
6.666060333333332,5.01084,6.517044166666668,5.188709999999999,5.28492625,5.644759999999999,6.500121666666668,5.111288750000001,6.878653333333334
5.155512499999997,3.7407425000000014,6.1117590000000055,4.811336666666668,5.406059999999999,6.382222499999999,6.292699999999999,4.3265899999999915,6.4835819047619045
5.734748333333331,5.061451666666667,6.712323214285711,4.169579999999995,5.297996999999998,7.290839999999998,6.005859999999998,5.39272,8.142988333333339
5.259374999999999,5.111839999999997,6.450105714285713,6.476839999999995,5.154943333333332,5.898710000000002,5.5481133333333315,7.666476428571434,6.958679999999998
5.565389999999997,5.341579999999998,7.211098833333333,4.38401,5.960620666666667,5.4525700000000015,5.18815,5.745520636363636,6.427197333333334
5.467436499999998,5.363779999999998,7.604110250000006,4.4271799999999955,6.636848,6.374149999999998,5.788370000000002,6.2199874999999984,6.4309526666666645
4.544479999999994,4.615016000000001,5.776985023809524,4.37743,5.3738,5.745403999999998,5.6129955,5.127869999999998,6.152280000000001
5.693613333333332,5.2827360000000025,6.5498433333333335,4.3591000000000015,6.843450999999999,6.2029758333333325,6.049340333333332,5.365660833333331,6.868558333333335
5.304089999999997,5.252559999999999,6.779582999999998,4.57845,6.079627499999999,5.5719325,5.435459999999997,5.4535700000000045,5.891208333333332
4.959664499999998,5.771884166666667,6.150903333333333,4.463029999999999,5.856479999999998,6.5928499999999985,5.329979999999994,5.404429999999996,5.464771666666667
5.127461333333331,4.800410714285716,6.511099761904763,4.292519999999996,5.787488333333332,6.0889803571428605,5.33011833333333,5.6049599999999975,5.935379999999998
5.498217333333331,5.851480666666665,7.277953833333332,4.6546299999999965,5.640243333333334,6.140156833333338,5.522276666666665,5.007,7.081500000000003
5.7197320000000005,5.537336666666668,6.718052000000001,5.202195714285715,6.102771999999999,5.599712499999999,5.818167,5.516850000000002,6.821948333333332
5.332440499999999,6.24896133333333,6.673299833333334,6.694701833333332,5.612779999999997,6.310930000000001,5.516166666666662,6.933710000000003,6.071858333333335
5.0872749999999956,5.304780000000003,6.183677999999999,4.284179999999999,5.628776666666666,5.394090000000001,6.011670000000002,5.741579999999997,6.891280000000003
5.79734766666667,5.391845000000001,7.416673333333336,4.915134166666662,5.459003712121213,6.82086466666667,5.27031,5.887379999999999,7.498066666666667
5.088689999999995,4.853149999999999,6.570854523809521,4.524549999999999,5.702903,6.207619999999999,5.521621666666665,6.003933333333333,5.68516
5.561416666666666,6.2658349999999965,5.966027499999999,6.380175166666667,6.14535,5.246793000000001,5.907896111111108,5.121714,6.350746666666668
5.040019999999998,5.437540000000001,6.765414999999997,4.842559999999999,5.970188833333332,6.758484000000003,5.7759199999999975,6.652120000000001,6.104750000000001
5.411678333333333,5.017563333333333,7.196595999999999,5.323097333333333,5.1431466666666665,6.116675833333333,5.776114666666664,5.54865,6.995883333333333
4.650292499999996,4.43939,5.7912221666666674,5.76366,5.478379333333333,5.6181608333333335,5.897876857142853,4.6534999999999975,5.733600000000001
5.234304999999998,5.389279666666664,7.140466666666661,5.236552444444444,5.6834440000000015,6.143251666666665,6.324643333333333,6.908633333333326,6.8130973333333325
5.857570000000003,5.264519999999997,6.321747666666666,4.66027,6.126631333333332,5.30975,5.3548,5.44509,5.6773474761904765
4.999451999999998,4.3480360000000005,5.766802833333331,4.648501333333333,5.715296,5.740451166666666,5.793436666666667,4.942313333333332,5.933212285714286
5.742957000000005,5.270580000000001,7.96028833333334,4.733810000000002,5.880929999999997,6.546524166666671,6.231684999999998,6.455470000000003,6.7749099999999975
5.7903975,5.267920000000001,6.880940714285713,5.881204999999999,5.400993333333332,6.84858166666667,5.005306666666666,6.501709999999997,6.9419119999999985
5.0097749999999985,4.603086666666669,5.638710714285715,5.002179999999999,5.5531,6.384820000000001,5.514089999999999,5.07653,6.8346300000000015
5.179376666666664,5.722002500000001,6.0615116666666635,5.323453,5.264433333333334,5.8295600000000025,5.476373999999995,5.778981000000003,5.746596380952378
5.516583333333334,5.6205300000000005,7.048799166666668,5.298156666666664,5.901564999999998,6.368489333333336,5.53971333333333,5.714030999999998,5.800997166666668
5.536851499999999,5.148743333333334,6.6551776666666695,4.344309999999999,5.604593333333333,5.728264999999999,5.909839999999999,5.2182817619047634,6.810843333333335
5.6290720000000025,5.770948333333332,6.798985499999999,5.403073500000001,5.6714875,6.714971666666668,6.551631666666666,6.505690000000002,6.926935000000001
5.690754999999999,7.224681111111113,6.009030916666667,4.442030000000004,5.999799999999999,5.746990000000002,5.423056666666663,5.558539999999998,6.429638333333335
5.622471666666664,5.187724166666668,6.866334166666666,4.5032549999999985,5.445015916083912,6.394358333333333,6.097099999999997,5.29845,6.740354999999999
5.066751666666663,6.056690833333335,5.9979584999999975,4.842240000000002,5.4463504545454535,5.847960000000001,5.666436666666662,5.39201,6.271271666666666
5.104109999999994,5.438440000000003,6.286827222222222,4.2565800000000005,5.4616783333333325,5.805043333333334,5.456049999999998,5.941604999999997,6.484655714285716
5.309451666666664,4.52335,6.463009166666668,5.1953999999999985,5.063986666666667,7.0344199999999955,5.339559999999998,5.248700000000001,6.775543333333334
5.402597666666668,4.541219999999999,6.7446007142857125,5.081044999999998,5.188443333333332,7.132509999999992,5.1727599999999985,5.325560000000003,6.818433333333334
5.282899999999996,5.4553600000000015,6.677830249999999,4.222789999999998,5.426849999999997,5.803450000000006,5.117317499999999,5.570059999999999,6.72105
5.063559999999995,4.9051800000000005,6.3596933333333325,4.474679999999996,5.41715,6.187807499999997,5.853068000000002,5.276039999999997,5.9930466666666655
5.0953416666666635,5.508290000000001,6.252114999999999,4.662890000000001,6.781244999999999,5.011793333333336,5.619169999999998,6.263280000000003,5.420139999999999
5.132224999999998,5.017656666666664,6.352364999999995,6.196152499999997,5.249733175824175,5.4868185714285715,6.2099433333333325,8.051821845238099,6.8344613333333335
4.669179999999994,5.092231666666667,6.7491850000000015,4.34984,5.452196666666664,6.024586666666669,5.359469999999994,5.849590000000003,5.836758000000001
4.813412499999996,5.635028000000003,5.472044166666668,4.637039999999998,4.85002,6.049617499999999,5.9982099999999985,5.010620000000006,6.892991666666667
5.777345000000002,4.926419999999999,6.423991666666668,4.8252399999999955,5.683615916666665,5.582210000000001,5.548243333333329,5.398405,6.9864535000000005
5.019162666666662,5.41908,6.103282000000003,5.004805,5.4534633333333336,5.531269999999999,5.063843333333332,5.472209999999999,6.314095
5.895936666666667,5.108071666666668,6.7206183333333325,4.4169100000000014,5.6207586996337024,6.199457499999999,5.911229999999994,5.204459999999998,6.401861666666668
5.113935833333329,5.180150833333332,6.575847,4.599459999999999,5.659139999999997,6.039827,7.923411277777783,5.635699999999999,5.765968666666665
5.8776395000000035,4.833779999999998,6.240846166666667,4.202519999999998,5.64968,5.674685666666668,5.470753666666668,5.4965786111111115,6.523650000000003
5.1916669999999945,4.84754,6.28688,4.373690000000002,5.4980025,6.056230000000004,5.066187499999997,5.330332666666666,6.765938571428569
4.793349999999993,5.086619999999999,5.961061000000004,4.546445000000003,5.347928333333333,6.517611999999998,6.096570000000002,5.511589999999997,5.949853666666668
5.746804666666666,5.449326000000003,7.116745,4.90441,5.923953333333326,5.700880000000003,5.868265,5.51133,6.206094166666665
6.723063333333338,4.796213333333332,6.714705416666666,7.739950000000002,5.6718866666666665,6.666695833333336,6.01258233333333,5.950373333333338,6.7723200000000014
5.0752989999999985,5.2076516666666635,6.381363333333334,4.3221599999999984,5.482856666666668,5.8353775714285705,5.711190000000001,5.878802500000001,6.54442
